booking_id,hotel,arrival_year,arrival_month,arrival_day_of_month,stays_in_week_nights,stays_in_weekend_nights,avg_price_per_room,country,market_segment_type,booking_status,email,lead_time,arrival_date_week_number
,city hotel,2016,,5,4,2,107.99,nld,online ta,not cancelled,harris.thomas@zoho.com,15,45
,city hotel,2016,,16,4,0,80.75,prt,online ta,not cancelled,hawkins_victoria@gmail.com,8,47
,city hotel,2016,,20,2,2,61.53,bra,online ta,not cancelled,bauer_anthony17@zoho.com,18,48
,city hotel,2016,,24,3,0,110.7,ita,online ta,not cancelled,antonio.e@comcast.net,232,48
,city hotel,2016,,23,4,0,105.0,fra,offline ta/to,not cancelled,frank.nicholson@protonmail.com,65,48
,city hotel,2016,,3,2,2,87.2,prt,offline ta/to,not cancelled,charlespeterson@zoho.com,44,49
,city hotel,2016,,24,1,1,71.69,dza,online ta,not cancelled,kelsey_ross@aol.com,1,52
,city hotel,2016,,23,3,2,119.0,esp,online ta,not cancelled,thomassmith@verizon.com,81,52
,city hotel,2016,,25,3,2,68.0,nld,offline ta/to,not cancelled,ztownsend@yahoo.com,62,53
,city hotel,2016,,29,3,0,148.0,moz,online ta,not cancelled,thomas.m66@outlook.com,11,53
,city hotel,2015,,24,4,2,170.0,prt,groups,cancelled,emily_w83@verizon.com,342,39
,city hotel,2015,,1,3,0,65.29,aut,online ta,not cancelled,emd23@verizon.com,243,36
,city hotel,2015,,4,2,1,76.67,dnk,offline ta/to,not cancelled,william.hicks@outlook.com,219,36
,city hotel,2015,,20,0,2,100.0,prt,corporate,cancelled,angelawilson@protonmail.com,6,39
,city hotel,2015,,20,0,2,100.0,prt,corporate,cancelled,erik_h@comcast.net,5,39
,city hotel,2015,,25,2,2,170.0,prt,groups,not cancelled,michaelpham51@aol.com,16,39
,city hotel,2015,,1,7,2,122.11,prt,online ta,cancelled,bclark@verizon.com,14,40
,city hotel,2015,,27,1,2,170.0,ita,groups,not cancelled,iii_alexis57@gmail.com,18,40
,city hotel,2015,,30,4,0,91.47,prt,online ta,not cancelled,thomas_r75@hotmail.com,19,40
,city hotel,2015,,7,2,0,155.0,prt,online ta,not cancelled,scott_m@mail.com,0,41
,city hotel,2015,,11,2,2,94.5,gbr,online ta,not cancelled,jason.roberts91@hotmail.com,31,42
,city hotel,2015,,17,3,0,65.0,prt,corporate,not cancelled,danielle.t@verizon.com,4,47
,city hotel,2015,,19,0,1,90.0,prt,online ta,cancelled,sgraham@att.com,4,43
,city hotel,2015,,17,1,0,67.0,swe,offline ta/to,not cancelled,jeffery.g30@comcast.net,289,42
,city hotel,2015,,16,2,0,109.0,prt,direct,not cancelled,soto.michael@zoho.com,23,42
,city hotel,2015,,15,3,1,65.0,prt,groups,not cancelled,jacob.mason@gmail.com,16,42
,city hotel,2015,,20,1,0,96.3,fra,online ta,not cancelled,stacey_v55@comcast.net,36,43
,city hotel,2015,,21,3,0,109.0,prt,direct,not cancelled,alexis.tyler@yahoo.com,18,43
,city hotel,2015,,31,4,2,105.79,prt,online ta,cancelled,daniel_vincent@hotmail.com,21,44
,city hotel,2015,,31,1,2,78.54,prt,online ta,not cancelled,ccasey@hotmail.com,18,44
,city hotel,2015,,7,1,1,82.39,fra,online ta,not cancelled,ahall@aol.com,8,45
,city hotel,2015,,27,0,2,90.0,prt,groups,cancelled,dcortez@att.com,72,53
,city hotel,2015,,4,2,1,93.33,prt,online ta,cancelled,jeremy_kelley@xfinity.com,23,49
,city hotel,2015,,8,2,0,90.0,prt,offline ta/to,cancelled,jackson.lisa78@mail.com,34,50
,city hotel,2015,,18,4,0,60.0,fra,offline ta/to,not cancelled,jordanmejia92@att.com,58,47
,city hotel,2015,,29,0,1,87.0,prt,online ta,cancelled,aaron_simpson@verizon.com,12,49
,city hotel,2015,,24,1,0,70.0,prt,groups,not cancelled,felicia.m@mail.com,62,48
,city hotel,2015,,22,3,2,65.0,fra,offline ta/to,not cancelled,ross.monica79@gmail.com,25,48
,city hotel,2015,,16,1,0,69.0,esp,direct,not cancelled,carrie_romero23@yahoo.com,33,51
,city hotel,2016,,21,1,2,75.0,prt,offline ta/to,cancelled,tina_williams@aol.com,109,9
,city hotel,2015,,18,1,0,65.0,prt,corporate,not cancelled,shepard.nicholas@comcast.net,22,51
,city hotel,2016,,19,1,0,80.0,prt,corporate,cancelled,obrien.gerald@mail.com,99,8
,city hotel,2016,,19,1,0,80.0,prt,corporate,cancelled,fernando.m32@yahoo.com,99,8
,city hotel,2015,,24,3,1,105.3,ecu,online ta,not cancelled,kara_mcclain@yahoo.com,71,52
,city hotel,2016,,17,2,0,75.0,prt,groups,cancelled,nicole_velazquez66@hotmail.com,68,8
,city hotel,2016,,27,2,0,80.0,prt,offline ta/to,cancelled,meyer.glenn@verizon.com,58,5
,city hotel,2016,,17,4,2,83.0,hrv,online ta,not cancelled,linda.g@xfinity.com,9,4
,city hotel,2016,,23,2,2,66.0,fra,offline ta/to,not cancelled,sheri.schroeder@gmail.com,11,4
,city hotel,2016,,7,1,2,93.0,che,online ta,not cancelled,mle@comcast.net,20,7
,city hotel,2016,,10,0,0,0.0,prt,online ta,not cancelled,lindsaycervantes@att.com,0,7
,city hotel,2016,,12,2,0,87.0,fra,offline ta/to,not cancelled,theresa_w67@protonmail.com,2,7
,city hotel,2016,,15,2,1,63.0,nld,offline ta/to,not cancelled,cthomas27@outlook.com,6,8
,city hotel,2016,,18,1,0,79.0,chn,online ta,not cancelled,barton.katherine@yahoo.com,0,8
,city hotel,2016,,19,1,0,81.0,prt,corporate,not cancelled,albertwells@protonmail.com,15,8
,city hotel,2016,,18,3,1,91.58,deu,offline ta/to,not cancelled,roberts_terri@xfinity.com,44,8
,city hotel,2016,,24,4,0,93.0,nld,online ta,not cancelled,zjensen@yandex.com,10,9
,city hotel,2016,,27,3,2,75.0,prt,offline ta/to,not cancelled,tammy.bowen@yandex.com,115,9
,city hotel,2016,,6,0,2,118.1,gbr,online ta,not cancelled,knox_taylor78@zoho.com,37,11
,city hotel,2016,,6,3,2,62.32,gbr,online ta,not cancelled,karen_smith25@xfinity.com,56,11
,city hotel,2016,,18,2,2,74.8,che,offline ta/to,not cancelled,brett_doyle@verizon.com,46,12
,city hotel,2016,,25,2,1,65.0,irl,offline ta/to,not cancelled,roberto_reynolds@verizon.com,81,13
,city hotel,2016,,28,0,1,137.0,bra,online ta,not cancelled,lori.sanders@yahoo.com,6,14
,city hotel,2016,,26,1,2,43.33,ita,offline ta/to,not cancelled,alvarez_justin@verizon.com,82,13
,city hotel,2016,,3,0,2,101.0,bel,online ta,not cancelled,bdavis@gmail.com,2,15
,city hotel,2016,,8,1,0,118.8,gbr,online ta,not cancelled,melissa_pitts@xfinity.com,66,15
,city hotel,2016,,9,1,1,70.0,fra,offline ta/to,not cancelled,marilyn_tyler@hotmail.com,159,15
,city hotel,2016,,10,0,2,104.0,lux,online ta,not cancelled,rprice@yahoo.com,2,16
,city hotel,2016,,20,3,0,72.38,esp,online ta,not cancelled,ruth.phillips57@verizon.com,2,17
,city hotel,2016,,23,1,1,123.0,deu,online ta,not cancelled,davis.matthew11@yahoo.com,0,17
,city hotel,2016,,30,1,0,149.0,prt,online ta,not cancelled,anderson.dr.@outlook.com,0,18
,city hotel,2016,,6,2,0,139.0,fra,direct,not cancelled,laura_perkins32@xfinity.com,0,19
,city hotel,2016,,21,1,1,140.4,nor,online ta,not cancelled,mgreen25@mail.com,47,21
,city hotel,2016,,24,2,0,0.0,prt,corporate,not cancelled,rebecca_i93@gmail.com,5,22
,city hotel,2016,,23,2,1,119.0,ita,online ta,not cancelled,lreeves88@zoho.com,12,22
,city hotel,2016,,30,0,1,140.0,prt,groups,not cancelled,lisa_p91@aol.com,0,23
,city hotel,2016,,29,0,2,153.5,deu,online ta,not cancelled,gregory_bishop@hotmail.com,26,23
,city hotel,2016,,2,1,0,100.0,prt,groups,not cancelled,smcconnell@yahoo.com,1,23
,city hotel,2016,,3,2,0,100.0,prt,offline ta/to,not cancelled,donna_c@gmail.com,70,23
,city hotel,2016,,7,5,0,132.6,fra,online ta,not cancelled,ana_white43@outlook.com,79,24
,city hotel,2016,,10,2,1,90.67,prt,offline ta/to,not cancelled,sydney_l35@mail.com,57,24
,city hotel,2016,,20,0,1,129.0,ita,online ta,not cancelled,vanessadavis@att.com,14,26
,city hotel,2016,,19,1,2,126.9,bel,online ta,not cancelled,robert.m@outlook.com,86,26
,city hotel,2016,,18,2,2,141.0,fra,online ta,not cancelled,saravaughan82@yahoo.com,17,25
,city hotel,2016,,22,2,0,131.0,prt,online ta,not cancelled,laurasalazar@outlook.com,8,26
,city hotel,2016,,19,3,2,72.77,bel,online ta,not cancelled,grimes_michelle97@comcast.net,54,26
,city hotel,2016,,29,1,0,65.0,prt,corporate,not cancelled,jjones@aol.com,1,53
,city hotel,2016,,4,4,1,66.76,gbr,online ta,not cancelled,dr..gates@att.com,179,28
,city hotel,2016,,5,5,0,139.0,prt,online ta,not cancelled,jzamora14@protonmail.com,21,28
,city hotel,2016,,5,5,0,136.85,prt,online ta,not cancelled,david_cook49@yahoo.com,142,28
,city hotel,2016,,12,6,2,96.9,nld,offline ta/to,not cancelled,stephen.p@protonmail.com,132,29
,city hotel,2016,,15,4,2,119.1,bra,online ta,not cancelled,anderson_brandon82@yahoo.com,30,29
,city hotel,2016,,19,2,0,159.3,esp,online ta,not cancelled,francis.jillian@mail.com,38,30
,city hotel,2016,,19,2,0,134.1,dnk,online ta,not cancelled,jrobinson79@yandex.com,40,30
,city hotel,2016,,21,2,0,115.0,deu,offline ta/to,not cancelled,john_h@comcast.net,292,30
,city hotel,2016,,25,1,1,85.0,prt,corporate,not cancelled,hess.rachel@hotmail.com,2,31
,city hotel,2016,,2,2,0,139.0,fra,online ta,not cancelled,jgonzalez@mail.com,23,32
,city hotel,2016,,7,1,2,103.5,fra,online ta,not cancelled,jwood@verizon.com,174,33
,city hotel,2016,,15,3,1,99.45,irl,online ta,not cancelled,sharon_s@hotmail.com,178,34
,city hotel,2016,,18,2,0,115.0,deu,offline ta/to,not cancelled,elizabeth_r@yandex.com,320,34
,city hotel,2016,,20,1,1,139.2,ita,groups,not cancelled,mendez_isaiah@verizon.com,219,34
,city hotel,2016,,22,3,1,230.0,fra,online ta,not cancelled,ncalhoun@outlook.com,17,35
,city hotel,2016,,24,3,0,125.67,deu,online ta,not cancelled,randall_pham56@hotmail.com,3,35
,city hotel,2016,,26,1,0,85.5,ita,online ta,not cancelled,armstrong.bethany@mail.com,159,35
,city hotel,2016,,26,2,1,127.5,prt,offline ta/to,not cancelled,jordan_b16@zoho.com,213,35
,city hotel,2016,,29,0,1,112.5,ita,online ta,not cancelled,hinton_vickie@verizon.com,187,36
,city hotel,2016,,22,6,3,128.92,prt,online ta,not cancelled,laurablackburn@aol.com,190,35
,city hotel,2016,,18,2,0,67.0,prt,corporate,not cancelled,sherry_m@mail.com,18,43
,city hotel,2016,,2,2,1,80.75,prt,offline ta/to,not cancelled,kdvm97@zoho.com,149,36
,city hotel,2016,,7,1,0,184.0,prt,online ta,not cancelled,darrell_h@verizon.com,5,37
,city hotel,2016,,7,2,0,135.9,bel,online ta,not cancelled,ryan_h93@protonmail.com,83,37
,city hotel,2016,,8,4,2,80.75,deu,offline ta/to,not cancelled,wayne_robinson@hotmail.com,135,37
,city hotel,2016,,15,2,0,139.0,esp,online ta,not cancelled,wright.mary@verizon.com,22,38
,city hotel,2016,,10,5,2,178.42,fra,online ta,not cancelled,jbell13@hotmail.com,31,37
,city hotel,2016,,21,1,0,117.0,ita,offline ta/to,not cancelled,vincent_w@protonmail.com,291,39
,city hotel,2016,,14,4,1,92.48,bra,offline ta/to,not cancelled,tracimann@comcast.net,64,38
,city hotel,2016,,16,2,1,155.67,che,online ta,not cancelled,richard.long@hotmail.com,25,38
,city hotel,2016,,18,0,2,95.0,mar,offline ta/to,not cancelled,michael_snyder@yandex.com,19,39
,city hotel,2016,,23,2,0,147.6,gbr,online ta,not cancelled,theresa_bauer@comcast.net,141,39
,city hotel,2016,,24,1,1,143.55,zaf,online ta,not cancelled,daniellejones@gmail.com,30,39
,city hotel,2016,,5,2,0,158.4,aut,online ta,not cancelled,bprice@mail.com,37,41
,city hotel,2016,,10,0,1,130.0,prt,groups,not cancelled,peggy.o@yahoo.com,12,42
,city hotel,2016,,15,3,2,148.5,nld,online ta,not cancelled,shannon_patricia@mail.com,52,42
,city hotel,2016,,20,3,0,119.0,che,online ta,not cancelled,meghan_k@outlook.com,25,43
,city hotel,2016,,23,0,2,115.0,deu,offline ta/to,not cancelled,ericmolina@mail.com,386,44
,city hotel,2016,,23,0,2,115.0,deu,offline ta/to,not cancelled,rebecca_h38@protonmail.com,386,44
,city hotel,2016,,25,3,0,130.0,bih,online ta,not cancelled,ann.g@protonmail.com,12,44
,city hotel,2016,,24,3,1,80.75,deu,online ta,not cancelled,romero.brenda@yandex.com,239,44
,city hotel,2016,,23,3,2,94.35,pol,online ta,not cancelled,melissa_s@verizon.com,12,44
,city hotel,2016,,29,1,0,141.49,prt,online ta,not cancelled,sanderson@att.com,0,44
,city hotel,2016,,28,2,0,123.0,fra,groups,not cancelled,davidlewis@mail.com,199,44
,city hotel,2016,,30,1,2,75.0,fra,offline ta/to,not cancelled,mario.morton@zoho.com,46,45
,city hotel,2016,,31,2,1,82.92,che,online ta,not cancelled,banks.cody@hotmail.com,200,45
,city hotel,2016,,30,5,2,75.0,fra,offline ta/to,not cancelled,nathansheppard@outlook.com,47,45
,city hotel,2016,,2,4,1,112.0,fra,offline ta/to,not cancelled,ahenry@protonmail.com,41,45
,city hotel,2016,,11,1,0,90.0,tha,offline ta/to,not cancelled,thomas_cruz@verizon.com,92,46
,city hotel,2016,,11,2,1,79.2,deu,direct,not cancelled,suzanne.w@att.com,79,46
,city hotel,2016,,11,2,1,112.2,ita,online ta,not cancelled,elewis76@yahoo.com,57,46
,city hotel,2016,,11,3,2,94.36,fra,online ta,not cancelled,terriwatson24@hotmail.com,83,46
,city hotel,2016,,15,1,0,40.0,prt,corporate,not cancelled,kduncan79@gmail.com,7,47
,city hotel,2016,,15,2,0,103.0,fra,online ta,not cancelled,joshua.miller71@comcast.net,10,47
,city hotel,2016,,14,3,1,58.45,deu,online ta,not cancelled,julia.johnson@yahoo.com,19,47
,city hotel,2016,,19,1,2,107.67,ita,online ta,not cancelled,joseph_taylor@outlook.com,11,47
,city hotel,2016,,28,0,1,88.0,che,online ta,not cancelled,carrie_duncan64@verizon.com,18,49
,city hotel,2016,,7,4,0,77.78,ita,online ta,not cancelled,jeffreypitts57@yahoo.com,14,50
,city hotel,2016,,13,3,0,78.0,irn,online ta,not cancelled,lynch_bryan93@comcast.net,1,51
,city hotel,2016,,16,2,0,93.6,fra,online ta,not cancelled,carl.allen@outlook.com,87,51
,city hotel,2016,,26,2,1,111.6,esp,online ta,not cancelled,brandonferguson@yandex.com,83,53
,city hotel,2016,,27,5,2,89.29,bra,offline ta/to,not cancelled,amanda.h97@xfinity.com,41,53
,resort hotel,2015,,6,5,1,117.63,prt,online ta,not cancelled,kelly_d@aol.com,104,28
,resort hotel,2015,,6,8,3,73.0,fra,direct,not cancelled,robinson_mary34@att.com,80,28
,resort hotel,2015,,15,2,0,148.23,prt,groups,not cancelled,jduncan@mail.com,57,29
,resort hotel,2015,,23,0,0,0.0,prt,online ta,not cancelled,chaseperry@yahoo.com,16,30
,resort hotel,2015,,1,1,0,233.0,prt,online ta,cancelled,ahill@yandex.com,24,31
,resort hotel,2015,,2,0,2,162.5,prt,online ta,cancelled,perez_bryan96@comcast.net,2,32
,resort hotel,2015,,18,5,2,176.64,prt,online ta,not cancelled,robles.rodney@att.com,68,34
,resort hotel,2015,,28,1,0,115.0,esp,direct,not cancelled,gregorywilliams71@xfinity.com,30,35
,resort hotel,2015,,28,2,0,179.0,esp,direct,not cancelled,joseph_brooks@att.com,23,35
,resort hotel,2015,,31,7,3,87.75,irl,offline ta/to,not cancelled,brittany.m40@comcast.net,160,36
,resort hotel,2015,,6,4,2,79.5,gbr,offline ta/to,not cancelled,lorimarshall@gmail.com,47,37
,resort hotel,2015,,14,20,8,82.0,gbr,offline ta/to,not cancelled,debracaldwell@aol.com,135,38
,resort hotel,2015,,24,3,0,80.1,fra,online ta,not cancelled,kelly.harold75@att.com,64,39
,resort hotel,2015,,1,5,2,57.43,irl,online ta,not cancelled,heatherporter@comcast.net,45,40
,resort hotel,2015,,10,5,2,4.0,prt,offline ta/to,cancelled,tyler_lowe@yandex.com,368,41
,resort hotel,2015,,12,0,1,48.0,prt,corporate,not cancelled,fisher.kimberly@mail.com,20,42
,resort hotel,2015,,23,2,2,58.0,irl,online ta,not cancelled,holt_christian47@yandex.com,39,43
,resort hotel,2015,,31,4,2,46.65,prt,online ta,not cancelled,tony_carter@xfinity.com,25,44
,resort hotel,2015,,10,5,0,47.7,prt,direct,cancelled,jackson.paul@outlook.com,42,46
,resort hotel,2015,,5,1,2,55.92,esp,offline ta/to,not cancelled,taylor_christopher@yandex.com,113,49
,resort hotel,2015,,19,1,0,80.0,prt,groups,cancelled,lauraanderson@yandex.com,93,51
,resort hotel,2016,,1,2,0,73.46,arg,online ta,not cancelled,vanessa.t74@outlook.com,88,1
,resort hotel,2016,,6,4,0,47.4,bra,online ta,not cancelled,melissa.c@verizon.com,85,2
,resort hotel,2016,,1,5,0,81.0,prt,groups,cancelled,sphillips73@yahoo.com,45,10
,resort hotel,2016,,7,3,1,41.4,prt,online ta,cancelled,andrew.s@verizon.com,196,11
,resort hotel,2016,,28,1,1,96.0,prt,online ta,cancelled,jennifer.md@yahoo.com,45,14
,resort hotel,2016,,9,4,2,63.5,prt,offline ta/to,cancelled,connor.s87@gmail.com,84,15
,resort hotel,2016,,8,0,2,41.4,prt,offline ta/to,cancelled,simmons_anthony@att.com,59,20
,resort hotel,2016,,16,1,1,85.0,deu,groups,not cancelled,anthony.p@comcast.net,213,21
,resort hotel,2016,,24,5,1,60.0,gbr,groups,not cancelled,annette_nelson81@protonmail.com,223,22
,resort hotel,2016,,9,3,0,119.0,prt,online ta,cancelled,rodriguez_cheyenne@yahoo.com,59,24
,resort hotel,2016,,10,2,0,60.35,prt,direct,cancelled,kimberly_conley40@mail.com,240,24
,resort hotel,2016,,13,5,2,72.0,prt,online ta,cancelled,james_soto@verizon.com,205,25
,resort hotel,2016,,25,5,1,173.67,esp,online ta,cancelled,asingleton92@mail.com,115,31
,resort hotel,2016,,6,6,2,180.0,prt,online ta,cancelled,anna.t@aol.com,168,32
,resort hotel,2016,,18,3,0,288.0,deu,online ta,cancelled,eaton_dana60@comcast.net,165,34
,resort hotel,2016,,7,3,0,89.0,prt,groups,cancelled,kimberlypeters@comcast.net,238,37
,resort hotel,2016,,17,1,1,49.0,bel,online ta,cancelled,dgomez@att.com,161,43
,resort hotel,2016,,18,3,0,63.67,esp,online ta,cancelled,johnson_kenneth@yandex.com,41,43
,resort hotel,2016,,18,4,0,93.0,irl,online ta,cancelled,brendakirk46@yandex.com,132,43
,resort hotel,2016,,3,8,2,73.8,prt,online ta,cancelled,rebeccasmith87@xfinity.com,66,45
,resort hotel,2016,,24,3,2,37.8,mar,online ta,cancelled,jason_l@gmail.com,79,52
,resort hotel,2016,,27,2,0,37.8,ita,online ta,cancelled,archer_paul@verizon.com,135,53
,resort hotel,2016,,16,1,0,58.0,unknown,corporate,not cancelled,jessica.s@gmail.com,1,38
,resort hotel,2016,,7,3,0,75.0,unknown,direct,not cancelled,roberts_curtis47@att.com,1,15
,resort hotel,2016,,15,5,0,60.0,unknown,online ta,not cancelled,maria_mathews71@att.com,3,12
,resort hotel,2015,,15,5,1,49.95,prt,groups,cancelled,lee_shawn71@gmail.com,222,38
,resort hotel,2016,,22,1,0,53.0,prt,online ta,not cancelled,austin.scott@yahoo.com,0,13
,resort hotel,2015,,15,5,2,119.7,prt,offline ta/to,cancelled,mark.r@hotmail.com,177,33
,resort hotel,2015,,13,3,1,85.5,prt,online ta,not cancelled,michelle.h58@att.com,237,29
,resort hotel,2015,,19,3,2,146.95,prt,direct,not cancelled,stephanie_lopez@comcast.net,37,30
,resort hotel,2015,,24,2,1,195.0,esp,online ta,not cancelled,mitchell_m74@mail.com,14,30
,resort hotel,2015,,4,2,0,110.7,prt,online ta,cancelled,lcastaneda@mail.com,243,36
,resort hotel,2015,,3,5,2,36.05,prt,groups,cancelled,cschmitt@outlook.com,274,40
,resort hotel,2015,,9,4,2,232.0,esp,online ta,not cancelled,johngilbert91@mail.com,41,33
,resort hotel,2015,,1,5,2,120.71,fra,online ta,not cancelled,anthonyfranklin56@mail.com,99,36
,resort hotel,2015,,4,5,2,132.19,prt,offline ta/to,not cancelled,james_b66@xfinity.com,243,36
,resort hotel,2015,,9,3,0,97.5,esp,offline ta/to,not cancelled,margaretporter30@att.com,37,37
,resort hotel,2015,,21,3,1,89.2,bel,groups,not cancelled,rebeccasimon@hotmail.com,262,39
,resort hotel,2015,,22,4,0,97.0,usa,online ta,not cancelled,warren.jose@verizon.com,81,39
,resort hotel,2015,,3,5,2,67.14,gbr,offline ta/to,not cancelled,hsalinas@mail.com,59,40
,resort hotel,2015,,15,3,1,44.5,gbr,groups,not cancelled,david.johnson79@yandex.com,287,42
,resort hotel,2015,,21,2,0,60.0,fra,offline ta/to,not cancelled,brandi_f@yandex.com,292,43
,resort hotel,2015,,19,1,0,38.0,prt,corporate,not cancelled,taylor_robert@xfinity.com,1,47
,resort hotel,2015,,24,1,0,48.0,ukr,online ta,not cancelled,brianna.b@hotmail.com,1,48
,resort hotel,2015,,27,2,0,46.4,che,online ta,not cancelled,sean.c@yahoo.com,1,48
,resort hotel,2016,,8,2,2,88.2,prt,online ta,cancelled,gomez.joseph56@yahoo.com,159,20
,resort hotel,2015,,3,1,0,29.78,prt,corporate,not cancelled,stephen.williams@zoho.com,1,49
,resort hotel,2015,,8,1,0,48.0,prt,direct,not cancelled,smason50@outlook.com,0,50
,resort hotel,2015,,12,1,0,79.0,prt,direct,not cancelled,bstone64@aol.com,1,50
,resort hotel,2015,,9,4,1,49.4,esp,offline ta/to,not cancelled,bowers.miguel@mail.com,23,50
,resort hotel,2015,,15,4,0,34.0,prt,online ta,not cancelled,maxwellbenson@protonmail.com,1,51
,resort hotel,2015,,23,2,0,107.5,prt,online ta,not cancelled,joy.gonzales48@yahoo.com,0,52
,resort hotel,2015,,23,4,1,49.0,irl,offline ta/to,not cancelled,jones_mathew31@xfinity.com,47,52
,resort hotel,2016,,3,3,2,39.15,gbr,offline ta/to,not cancelled,daniel_hamilton@att.com,32,2
,resort hotel,2016,,8,2,0,48.0,mar,online ta,not cancelled,steveburns@outlook.com,8,2
,resort hotel,2016,,15,1,0,48.0,prt,online ta,not cancelled,brown_joshua@yahoo.com,3,3
,resort hotel,2016,,29,1,0,58.0,prt,direct,not cancelled,amber_griffin@protonmail.com,0,5
,resort hotel,2016,,6,2,0,50.4,prt,direct,cancelled,bishop_thomas@aol.com,2,15
,resort hotel,2016,,6,1,0,48.0,prt,online ta,not cancelled,jbarber@yandex.com,1,6
,resort hotel,2016,,6,1,0,40.0,prt,direct,not cancelled,david.strickland@gmail.com,3,6
,resort hotel,2016,,20,1,0,66.0,esp,online ta,not cancelled,rebecca_jones@hotmail.com,2,8
,resort hotel,2016,,20,1,0,65.0,prt,direct,not cancelled,janice.james63@hotmail.com,5,8
,resort hotel,2016,,28,4,2,31.45,esp,online ta,not cancelled,dr..p@zoho.com,13,10
,resort hotel,2016,,18,2,2,37.0,gbr,offline ta/to,not cancelled,margaret_c22@yandex.com,27,12
,resort hotel,2016,,24,3,0,85.0,esp,direct,not cancelled,sroberts@verizon.com,21,13
,resort hotel,2016,,25,2,1,110.33,gbr,online ta,not cancelled,chloewatson@aol.com,39,13
,resort hotel,2016,,6,4,1,65.0,irl,online ta,not cancelled,elizabeth.d13@mail.com,8,15
,resort hotel,2016,,7,1,0,56.0,prt,online ta,not cancelled,jliu53@protonmail.com,0,15
,resort hotel,2016,,7,3,1,74.7,prt,direct,not cancelled,joseph_s@verizon.com,52,15
,resort hotel,2016,,6,5,2,63.0,fra,offline ta/to,not cancelled,tcampos@outlook.com,49,15
,resort hotel,2016,,13,2,0,58.0,ita,online ta,not cancelled,thomas.b@yahoo.com,57,16
,resort hotel,2016,,1,0,1,86.0,fra,online ta,not cancelled,mary_paul@outlook.com,62,19
,resort hotel,2016,,6,2,0,88.0,fra,online ta,not cancelled,wang.donald@zoho.com,102,19
,resort hotel,2016,,13,0,0,0.0,prt,offline ta/to,not cancelled,sandra.t@mail.com,115,20
,resort hotel,2016,,16,1,1,42.0,prt,direct,not cancelled,ndavis72@comcast.net,11,21
,resort hotel,2016,,29,1,2,101.67,prt,online ta,not cancelled,liu_michelle57@aol.com,7,23
,resort hotel,2016,,30,2,1,68.8,esp,offline ta/to,not cancelled,rhonda_olson@gmail.com,2,23
,resort hotel,2016,,25,6,2,94.14,gbr,direct,not cancelled,jeremiah.carpenter@yandex.com,131,22
,resort hotel,2016,,5,2,2,121.0,prt,online ta,not cancelled,adam_roberts@mail.com,21,24
,resort hotel,2016,,25,1,1,122.23,prt,online ta,not cancelled,patterson.emma@verizon.com,2,26
,resort hotel,2016,,14,3,2,182.6,esp,direct,not cancelled,justin.lindsey@comcast.net,0,29
,resort hotel,2016,,22,5,2,143.05,gbr,offline ta/to,not cancelled,natalie.craig@hotmail.com,197,30
,resort hotel,2016,,23,5,2,121.7,nor,offline ta/to,not cancelled,heather_harrison77@gmail.com,149,30
,resort hotel,2016,,31,4,2,194.0,prt,offline ta/to,not cancelled,wilson_amber32@yahoo.com,152,32
,resort hotel,2016,,3,4,0,226.0,irl,online ta,not cancelled,sparks_nicole81@comcast.net,41,32
,resort hotel,2016,,5,2,0,251.0,nld,online ta,not cancelled,gregorythornton@verizon.com,16,32
,resort hotel,2016,,21,2,2,230.64,ita,online ta,not cancelled,theresa_m@yahoo.com,55,35
,resort hotel,2016,,29,5,2,107.0,rou,offline ta/to,not cancelled,hunter.maria@gmail.com,40,36
,resort hotel,2016,,13,3,0,201.0,deu,online ta,not cancelled,julie_jackson@yandex.com,12,38
,resort hotel,2016,,1,2,2,94.5,lva,online ta,not cancelled,stacy_anderson@comcast.net,269,40
,resort hotel,2016,,2,0,2,105.0,prt,online ta,not cancelled,aramirez@mail.com,70,41
,resort hotel,2016,,20,3,0,40.0,gbr,groups,not cancelled,jon.kennedy@zoho.com,386,43
,resort hotel,2016,,28,1,0,57.0,prt,direct,not cancelled,sandra.w@mail.com,3,44
,resort hotel,2016,,29,0,0,0.0,prt,online ta,not cancelled,avila.franklin74@gmail.com,43,44
,resort hotel,2016,,29,1,2,56.73,prt,online ta,not cancelled,madison_bell@xfinity.com,42,44
,resort hotel,2016,,2,2,0,85.0,prt,direct,not cancelled,salazar.brittney27@zoho.com,1,45
,resort hotel,2016,,3,1,0,38.0,ukr,groups,not cancelled,bwise38@mail.com,292,45
,resort hotel,2016,,3,3,1,29.0,fra,offline ta/to,not cancelled,dryan@gmail.com,45,45
,resort hotel,2016,,11,1,0,70.0,ita,direct,not cancelled,rhuerta49@xfinity.com,0,46
,resort hotel,2016,,4,5,2,91.06,fra,direct,not cancelled,burns.danielle46@zoho.com,39,45
,resort hotel,2016,,11,1,0,85.0,prt,direct,not cancelled,annfoster56@aol.com,0,46
,resort hotel,2016,,19,5,2,67.86,fra,online ta,not cancelled,gross.linda@gmail.com,4,47
,resort hotel,2016,,4,0,1,75.0,prt,online ta,not cancelled,melissa_m89@yandex.com,20,50
,resort hotel,2016,,8,3,0,48.0,esp,online ta,not cancelled,hill.stephen@hotmail.com,35,50
,resort hotel,2016,,27,2,0,63.0,gbr,direct,not cancelled,richardwillis@zoho.com,3,53
